,graph,node,DebtRank,time_steps,v_j,degree_centrality,betweenness_centrality,eigenvector_centrality,cap_buffer
609,small_world,116,0.01043120730534347,35,0.005111440081177571,0.020066889632107024,0.04105407286031739,0.00010745851019071937,493.12671200640887
610,small_world,5,0.006838828240036704,27,0.0018030532309508272,0.006688963210702341,0.0,0.000925695864586923,289.3028642407303
611,small_world,75,0.00882142266970933,26,0.008996869222762762,0.020066889632107024,0.05357904424143117,0.00237149764876263,449.1009643996867
612,small_world,6,0.0018822665308096953,27,0.003359323305617788,0.013377926421404682,0.004691252721599965,0.0016991280133364952,409.5369189014188
613,small_world,7,0.004860195614819476,26,0.0006379934872558118,0.013377926421404682,0.009337613072658301,0.0036896763392650733,618.1678477485046
614,small_world,216,0.001991644211295553,28,0.0006561982704715005,0.006688963210702341,0.0,0.0006632415495625994,349.6903238188387
615,small_world,33,0.006602423623668852,25,0.0027609486126848,0.013377926421404682,0.013939081053175014,0.007753284056330472,86.41923714008962
616,small_world,8,0.003558536751070993,33,0.0003008278929376093,0.006688963210702341,0.0,0.00023734280856834109,676.398819072985
617,small_world,193,0.0038971503246129045,32,0.005119522710239622,0.013377926421404682,0.004691252721599965,0.0006080376222936961,223.5837477361343
618,small_world,9,0.009593135721328892,18,0.005919233627589279,0.013377926421404682,0.006442055172723396,3.427930062990418e-146,26.157418531359365
619,small_world,10,0.011633406777709009,17,0.006507480667616446,0.020066889632107024,0.0178222711050257,6.288762599155926e-146,50.1730873588616
620,small_world,284,0.006808352789861407,19,0.0076095405897418575,0.013377926421404682,0.005723777244057373,1.9735565654832257e-146,116.67701759799039
621,small_world,11,0.009672485510490866,18,0.0089943296906344,0.026755852842809364,0.014769589908195102,8.378206308555105e-146,38.68593195731728
622,small_world,52,0.009489337002890681,16,0.0025341491933208336,0.013377926421404682,0.015353190725236247,3.351630207724731e-146,2.7346088026714535
623,small_world,172,0.010696211458220107,19,0.0007850371905148162,0.013377926421404682,0.011851585822989383,5.50768565051276e-146,25.33358086643521
624,small_world,38,0.008240945495269205,19,0.0026755897188892423,0.013377926421404682,0.0012345401898947274,4.198745952800083e-146,168.01983049811307
625,small_world,145,0.007086124029466756,19,0.0025567756412301656,0.013377926421404682,0.0012345401898947274,4.198745952800083e-146,208.31329393288706
626,small_world,13,0.004159419322606081,19,0.0014329644861295575,0.013377926421404682,0.013198356939238176,3.129574611633306e-147,11.227831342418728
627,small_world,49,0.0043519732580758275,18,0.0016097559578283633,0.013377926421404682,0.013804403941550135,5.289452041726292e-147,97.13692173160902
628,small_world,206,0.004745950748466817,20,0.002501007660090271,0.020066889632107024,0.012816771789634352,2.2537427772218792e-147,324.82022005767254
629,small_world,14,0.0014111461454643106,25,0.0005707725208215997,0.006688963210702341,0.0,1.7802317492274972e-147,296.43312162464576
630,small_world,58,0.0018343356744850237,24,0.0019218386975043923,0.013377926421404682,0.0012345401898947274,4.290881852563206e-147,157.81074820148154
631,small_world,15,0.008768627508437817,24,0.0110551312410276,0.020066889632107024,0.08222037664698885,0.005796467769973404,84.87592016877163
632,small_world,16,0.01509086742906635,23,0.003549606168577898,0.020066889632107024,0.1739467127561671,0.00922522288295772,692.7348776153153
